text,unsolicited__no,unsolicited__yes,kind__personal,kind__transactional,kind__promotional,kind__scam,asks_action__no,asks_action__yes,risk__0,risk__1,risk__2,risk__3,risk__4
You have 1 new message. Please call 08718738034.,0.040000000000000036,0.96,0.02,0.05,0.08,0.85,0.030000000000000027,0.97,0.01,0.05,0.24,0.5,0.2
I'm ok. Will do my part tomorrow,0.97,0.03,0.95,0.02,0.01,0.02,0.96,0.04,0.94,0.04,0.01,0.005,0.005
Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt;#&gt;,0.8,0.2,0.85,0.02,0.08,0.05,0.95,0.05,0.85,0.12,0.02,0.007,0.003
Happy birthday to you....dear.with lots of love.rakhesh NRI,0.95,0.05,0.93,0.01,0.02,0.04,0.97,0.03,0.94,0.04,0.01,0.007,0.003
"That day ü say ü cut ur hair at paragon, is it called hair sense? Do ü noe how much is a hair cut?",0.98,0.02,0.97,0.01,0.01,0.01,0.7,0.3,0.93,0.05,0.01,0.005,0.005
"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife....",0.85,0.15,0.8500000000000001,0.010000000000000002,0.060000000000000005,0.08000000000000002,0.97,0.03,0.9,0.08,0.015,0.004,0.001
Will you be here for food,0.97,0.03,0.96,0.01,0.01,0.02,0.4,0.6,0.94,0.04,0.01,0.005,0.005
Are you the cutest girl in the world or what,0.94,0.06,0.92,0.01,0.02,0.05,0.88,0.12,0.9,0.06,0.03,0.01,0.0
Id onluy matters when getting on from offcampus,0.97,0.03,0.95,0.02,0.01,0.02,0.95,0.05,0.94,0.04,0.01,0.005,0.005
Dear Subscriber ur draw 4 £100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062,0.020000000000000018,0.98,0.01,0.01,0.12,0.86,0.020000000000000018,0.98,0.01,0.06,0.25,0.53,0.15
You got called a tool?,0.97,0.03,0.95,0.01,0.01,0.03,0.88,0.12,0.93,0.05,0.015,0.004,0.001
If you have belive me. Come to my home.,0.96,0.04,0.94,0.01,0.01,0.04,0.44999999999999996,0.55,0.8,0.12,0.06,0.015,0.005
Ic. There are a lotta childporn cars then.,0.97,0.03,0.95,0.01,0.01,0.03,0.97,0.03,0.94,0.04,0.01,0.005,0.005
Teach me apps da. When you come to college.,0.97,0.03,0.96,0.01,0.01,0.02,0.75,0.25,0.94,0.04,0.01,0.005,0.005
"Nope. Since ayo travelled, he has forgotten his guy",0.97,0.03,0.96,0.01,0.01,0.02,0.95,0.05,0.95,0.03,0.01,0.005,0.005
Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW,0.030000000000000027,0.97,0.01,0.01,0.85,0.13,0.020000000000000018,0.98,0.01,0.55,0.35,0.08,0.01
All e best 4 ur exam later.,0.97,0.03,0.96,0.01,0.01,0.02,0.97,0.03,0.95,0.03,0.01,0.005,0.005
Prepare to be pleasured :),0.9,0.1,0.85,0.01,0.08,0.06,0.95,0.05,0.85,0.09,0.04,0.015,0.005
Yes baby! We can study all the positions of the kama sutra ;),0.96,0.04,0.95,0.01,0.02,0.02,0.95,0.05,0.94,0.04,0.01,0.007,0.003
U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,0.010000000000000009,0.99,0.005,0.005,0.06,0.93,0.010000000000000009,0.99,0.005,0.02,0.15,0.65,0.175
"Aldrine, rakhesh ex RTM here.pls call.urgent.",0.94,0.06,0.9,0.02,0.01,0.07,0.050000000000000044,0.95,0.55,0.25,0.15,0.04,0.01
Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412,0.15000000000000002,0.85,0.02,0.15,0.5,0.33,0.30000000000000004,0.7,0.05,0.25,0.5,0.17,0.03
Ok. How many should i buy.,0.97,0.03,0.95,0.02,0.01,0.02,0.75,0.25,0.9,0.07,0.02,0.007,0.003
"St andre, virgil's cream",0.95,0.05,0.9,0.04,0.04,0.02,0.9,0.1,0.9,0.07,0.02,0.007,0.003
Yup. Wun believe wat? U really neva c e msg i sent shuhui?,0.98,0.02,0.97,0.01,0.01,0.01,0.88,0.12,0.95,0.03,0.01,0.005,0.005
"I can't keep going through this. It was never my intention to run you out, but if you choose to do that rather than keep the room clean so *I* don't have to say no to visitors, then maybe that's the best choice. Yes, I wanted you to be embarassed, so maybe you'd feel for once how I feel when i have a friend who wants to drop buy and i have to say no, as happened this morning. I've tried everything. I don't know what else to do.",0.98,0.02,0.97,0.01,0.01,0.01,0.92,0.08,0.96,0.03,0.005,0.003,0.002
Hmm .. Bits and pieces lol ... *sighs* ...,0.97,0.03,0.96,0.01,0.01,0.02,0.97,0.03,0.95,0.03,0.01,0.005,0.005
Sent me de webadres for geting salary slip,0.96,0.04,0.94,0.03,0.01,0.02,0.09999999999999998,0.9,0.75,0.15,0.07,0.02,0.01
Taka lor. Wat time u wan 2 come n look 4 us?,0.98,0.02,0.97,0.01,0.01,0.01,0.4,0.6,0.95,0.04,0.01,0.0,0.0
"Sounds good, keep me posted",0.97,0.03,0.95,0.02,0.01,0.02,0.88,0.12,0.94,0.04,0.01,0.005,0.005
Sleeping nt feeling well,0.98,0.02,0.97,0.01,0.01,0.01,0.97,0.03,0.96,0.03,0.01,0.0,0.0
"awesome, how do I deal with the gate? Charles told me last night but, uh, yeah",0.98,0.02,0.96,0.01,0.01,0.02,0.4,0.6,0.93,0.05,0.01,0.005,0.005
K.then any other special?,0.97,0.03,0.95,0.01,0.02,0.02,0.65,0.35,0.93,0.05,0.015,0.003,0.002
Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs,0.020000000000000018,0.98,0.01,0.01,0.45,0.53,0.020000000000000018,0.98,0.010000000000000002,0.12000000000000001,0.35000000000000003,0.42000000000000004,0.10000000000000002
is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt?,0.98,0.02,0.97,0.01,0.01,0.01,0.4,0.6,0.93,0.05,0.01,0.005,0.005
DO U WANT 2 MEET UP 2MORRO,0.97,0.03,0.95,0.01,0.02,0.02,0.4,0.6,0.9,0.06,0.03,0.007,0.003
"Well, i'm glad you didn't find it totally disagreeable ... Lol",0.98,0.02,0.97,0.01,0.01,0.01,0.97,0.03,0.96,0.03,0.01,0.0,0.0
wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp £1.50/msg.,0.020000000000000018,0.98,0.01,0.005,0.6,0.385,0.030000000000000027,0.97,0.01,0.15,0.4,0.35,0.09
Thats cool princess! I will cover your face in hot sticky cum :),0.95,0.05,0.93,0.01,0.02,0.04,0.97,0.03,0.9,0.06,0.03,0.007,0.003
Well if I'm that desperate I'll just call armand again,0.97,0.03,0.96,0.01,0.01,0.02,0.96,0.04,0.95,0.03,0.01,0.005,0.005
I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.,0.97,0.03,0.96,0.01,0.01,0.02,0.4,0.6,0.9,0.07,0.02,0.007,0.003
I will come tomorrow di,0.97,0.03,0.96,0.02,0.01,0.01,0.95,0.05,0.95,0.03,0.01,0.005,0.005
What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.,0.97,0.03,0.96,0.01,0.01,0.02,0.75,0.25,0.95,0.03,0.01,0.005,0.005
Now i'm going for lunch.,0.97,0.03,0.95,0.02,0.01,0.02,0.97,0.03,0.95,0.03,0.01,0.005,0.005
"Isn't frnd a necesity in life? imagine urself witout a frnd.. hw'd u feel at ur colleg? wat'll u do wth ur cell? wat abt functions? thnk abt events espe'll cared, missed &amp; irritated u? 4wrd it to all those dear-loving frnds wthout whom u cant live.. I jst did it.. Takecare..:) GOODMORNING",0.88,0.12,0.9,0.01,0.03,0.06,0.28,0.72,0.7,0.24,0.04,0.015,0.005
I thk 50 shd be ok he said plus minus 10.. Did ü leave a line in between paragraphs?,0.98,0.02,0.97,0.01,0.01,0.01,0.75,0.25,0.95,0.03,0.01,0.005,0.005
No problem baby. Is this is a good time to talk? I called and left a message.,0.98,0.02,0.97,0.01,0.01,0.01,0.65,0.35,0.95,0.03,0.01,0.005,0.005
Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?,0.97,0.03,0.96,0.02,0.01,0.01,0.4,0.6,0.9,0.07,0.02,0.007,0.003
Yes. I come to nyc for audiitions and am trying to relocate.,0.98,0.02,0.96,0.01,0.01,0.02,0.97,0.03,0.95,0.03,0.01,0.007,0.003
I think i've fixed it can you send a test message?,0.97,0.03,0.95,0.02,0.01,0.02,0.15000000000000002,0.85,0.9,0.07,0.02,0.007,0.003
ok....take care.umma to you too...,0.98,0.02,0.97,0.01,0.01,0.01,0.97,0.03,0.96,0.03,0.005,0.003,0.002
"I think we're going to finn's now, come",0.98,0.02,0.97,0.01,0.01,0.01,0.75,0.25,0.95,0.03,0.01,0.005,0.005
Me sef dey laugh you. Meanwhile how's my darling anjie!,0.98,0.02,0.97,0.01,0.01,0.01,0.9,0.1,0.95,0.03,0.01,0.005,0.005
She's borderline but yeah whatever.,0.97,0.03,0.96,0.01,0.01,0.02,0.97,0.03,0.95,0.03,0.01,0.005,0.005
None of that's happening til you get here though,0.97,0.03,0.96,0.01,0.01,0.02,0.88,0.12,0.92,0.05,0.02,0.007,0.003
Then she buying today? Ü no need to c meh...,0.98,0.02,0.97,0.01,0.01,0.01,0.88,0.12,0.96,0.03,0.01,0.0,0.0
Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p,0.020000000000000018,0.98,0.01,0.01,0.15,0.83,0.030000000000000027,0.97,0.01,0.06,0.18,0.5,0.25
Are you up for the challenge? I know i am :),0.95,0.05,0.93,0.01,0.04,0.02,0.8,0.2,0.9,0.07,0.02,0.007,0.003
Nope... C ü then...,0.97,0.03,0.95,0.01,0.01,0.03,0.95,0.05,0.94,0.04,0.01,0.005,0.005
Don't necessarily expect it to be done before you get back though because I'm just now headin out,0.98,0.02,0.97,0.01,0.01,0.01,0.95,0.05,0.95,0.03,0.01,0.005,0.005
Yup next stop.,0.98,0.02,0.96,0.02,0.01,0.01,0.96,0.04,0.95,0.03,0.01,0.005,0.005
Ya even those cookies have jelly on them,0.98,0.02,0.96,0.01,0.02,0.01,0.97,0.03,0.95,0.03,0.01,0.005,0.005
I'll be in sch fr 4-6... I dun haf da book in sch... It's at home...,0.98,0.02,0.97,0.01,0.01,0.01,0.95,0.05,0.96,0.03,0.01,0.0,0.0
", how's things? Just a quick question.",0.95,0.05,0.93,0.01,0.01,0.05,0.85,0.15,0.85,0.08,0.05,0.015,0.005
Where at were hungry too,0.97,0.03,0.95,0.01,0.01,0.03,0.75,0.25,0.93,0.05,0.015,0.004,0.001
Dear we got  &lt;#&gt;  dollars hi hi,0.94,0.06,0.9,0.03,0.02,0.05,0.95,0.05,0.88,0.07,0.03,0.015,0.005
Then get some cash together and I'll text jason,0.97,0.03,0.96,0.01,0.01,0.02,0.55,0.45,0.9,0.06,0.03,0.007,0.003
Im just wondering what your doing right now?,0.97,0.03,0.95,0.01,0.01,0.03,0.7,0.3,0.93,0.04,0.02,0.01,0.0
"And that is the problem. You walk around in ""julianaland"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad.",0.98,0.02,0.97,0.01,0.01,0.01,0.95,0.05,0.95,0.03,0.01,0.005,0.005
I not free today i haf 2 pick my parents up tonite...,0.98,0.02,0.97,0.01,0.01,0.01,0.97,0.03,0.96,0.03,0.01,0.0,0.0
Ill be at yours in about 3 mins but look out for me,0.98,0.02,0.97,0.01,0.01,0.01,0.75,0.25,0.95,0.04,0.01,0.0,0.0
Going to join tomorrow.,0.97,0.03,0.95,0.02,0.01,0.02,0.96,0.04,0.94,0.04,0.01,0.005,0.005
Oh yah... We never cancel leh... Haha,0.98,0.02,0.97,0.01,0.01,0.01,0.97,0.03,0.96,0.03,0.005,0.003,0.002
And now electricity just went out fml.,0.97,0.03,0.96,0.01,0.01,0.02,0.97,0.03,0.95,0.03,0.01,0.005,0.005
"""HEY KATE, HOPE UR OK... WILL GIVE U A BUZ WEDLUNCH. GO OUTSOMEWHERE 4 ADRINK IN TOWN..CUD GO 2WATERSHD 4 A BIT? PPL FROMWRK WILL BTHERE. LOVE PETEXXX.""",0.98,0.02,0.97,0.01,0.01,0.01,0.75,0.25,0.93,0.05,0.01,0.005,0.005
Can a not?,0.9,0.1,0.85,0.03,0.04,0.08,0.85,0.15,0.85,0.09,0.04,0.015,0.005
That one week leave i put know that time. Why.,0.97,0.03,0.95,0.02,0.01,0.02,0.75,0.25,0.9,0.07,0.02,0.007,0.003
i want to grasp your pretty booty :),0.9,0.1,0.9,0.01,0.04,0.05,0.95,0.05,0.9,0.06,0.03,0.007,0.003
"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties...",0.030000000000000027,0.97,0.02,0.01,0.35,0.62,0.88,0.12,0.08,0.22,0.4,0.25,0.05
Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,0.98,0.02,0.96,0.01,0.02,0.01,0.95,0.05,0.95,0.04,0.01,0.0,0.0
Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.,0.9,0.1,0.85,0.01,0.08,0.06,0.95,0.05,0.85,0.1,0.03,0.015,0.005
I donno if they are scorable,0.97,0.03,0.96,0.01,0.01,0.02,0.95,0.05,0.95,0.03,0.01,0.005,0.005
Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8,0.97,0.03,0.96,0.01,0.01,0.02,0.92,0.08,0.9,0.06,0.03,0.007,0.003
"I sent you the prices and do you mean the  &lt;#&gt; g,",0.96,0.04,0.95,0.02,0.02,0.01,0.7,0.3,0.9,0.07,0.02,0.007,0.003
Great escape. I fancy the bridge but needs her lager. See you tomo,0.98,0.02,0.97,0.01,0.01,0.01,0.95,0.05,0.96,0.03,0.01,0.0,0.0
How come i din c ü... Yup i cut my hair...,0.98,0.02,0.97,0.01,0.01,0.01,0.92,0.08,0.95,0.03,0.01,0.005,0.005
Hello madam how are you ?,0.85,0.15,0.8,0.02,0.03,0.15,0.8,0.2,0.75,0.15,0.07,0.02,0.01
Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,0.88,0.12,0.9,0.01,0.03,0.06,0.09999999999999998,0.9,0.65,0.25,0.08,0.015,0.005
Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya,0.98,0.02,0.97,0.01,0.01,0.01,0.95,0.05,0.95,0.03,0.01,0.005,0.005
She ran off with a younger man. we will make pretty babies together :),0.94,0.06,0.93,0.01,0.02,0.04,0.96,0.04,0.9,0.06,0.03,0.01,0.0
No break time one... How... I come out n get my stuff fr ü?,0.98,0.02,0.96,0.01,0.01,0.02,0.65,0.35,0.94,0.04,0.01,0.005,0.005
Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or £5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm,0.010000000000000009,0.99,0.005,0.005,0.04,0.95,0.010000000000000009,0.99,0.005,0.02,0.08,0.5,0.395
FREE entry into our £250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.,0.020000000000000018,0.98,0.005,0.005,0.4,0.59,0.020000000000000018,0.98,0.01,0.15,0.35,0.42,0.07
"""NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?""",0.97,0.03,0.96,0.01,0.01,0.02,0.4,0.6,0.9,0.07,0.02,0.007,0.003
Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15,0.020000000000000018,0.98,0.005,0.005,0.12,0.87,0.020000000000000018,0.98,0.005,0.03,0.15,0.55,0.265
"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",0.020000000000000018,0.98,0.005,0.005,0.55,0.44,0.030000000000000027,0.97,0.01,0.15,0.4,0.35,0.09
Dear where you. Call me,0.94,0.06,0.92,0.01,0.01,0.06,0.050000000000000044,0.95,0.8,0.1,0.07,0.02,0.01
Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night,0.98,0.02,0.97,0.01,0.01,0.01,0.95,0.05,0.95,0.04,0.01,0.0,0.0
Then she dun believe wat?,0.98,0.02,0.97,0.01,0.01,0.01,0.88,0.12,0.96,0.03,0.005,0.003,0.002
"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",0.95,0.05,0.95,0.01,0.02,0.02,0.95,0.05,0.95,0.03,0.01,0.005,0.005
thanks for the temales it was wonderful. Thank. Have a great week.,0.97,0.03,0.95,0.02,0.01,0.02,0.97,0.03,0.95,0.03,0.01,0.005,0.005
"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply.",0.030000000000000027,0.97,0.01,0.02,0.55,0.42,0.030000000000000027,0.97,0.01,0.2,0.45,0.28,0.06
Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.,0.98,0.02,0.97,0.01,0.01,0.01,0.98,0.02,0.96,0.03,0.005,0.003,0.002
Well i will watch shrek in 3D!!B),0.97,0.03,0.95,0.01,0.03,0.01,0.97,0.03,0.95,0.04,0.01,0.0,0.0
&lt;#&gt;  in mca. But not conform.,0.94,0.06,0.9,0.05,0.02,0.03,0.95,0.05,0.9,0.06,0.03,0.007,0.003
"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU",0.010000000000000009,0.99,0.005,0.005,0.04,0.95,0.030000000000000027,0.97,0.01,0.03,0.16,0.5,0.3
HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.,0.98,0.02,0.97,0.01,0.01,0.01,0.88,0.12,0.95,0.04,0.01,0.0,0.0
Yes we are chatting too.,0.97,0.03,0.96,0.01,0.01,0.02,0.97,0.03,0.95,0.03,0.01,0.005,0.005
I wont. So wat's wit the guys,0.97,0.03,0.95,0.01,0.01,0.03,0.75,0.25,0.9,0.06,0.03,0.007,0.003
"Good! No, don‘t need any receipts—well done! (…) Yes, please tell . What‘s her number, i could ring her",0.98,0.02,0.96,0.02,0.01,0.01,0.4,0.6,0.9,0.07,0.02,0.007,0.003
You were supposed to wake ME up &gt;:(,0.98,0.02,0.97,0.01,0.01,0.01,0.95,0.05,0.96,0.03,0.01,0.0,0.0
Wat r u doing now?,0.97,0.03,0.95,0.01,0.01,0.03,0.75,0.25,0.93,0.04,0.02,0.007,0.003
I did. One slice and one breadstick. Lol,0.98,0.02,0.97,0.01,0.01,0.01,0.97,0.03,0.96,0.03,0.01,0.0,0.0
"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate.",0.020000000000000018,0.98,0.005,0.005,0.04,0.95,0.020000000000000018,0.98,0.005,0.02,0.1,0.5,0.375
"Aight will do, thanks again for comin out",0.98,0.02,0.97,0.01,0.01,0.01,0.97,0.03,0.96,0.03,0.01,0.0,0.0
How much r ü willing to pay?,0.96,0.04,0.93,0.02,0.01,0.04,0.4,0.6,0.88,0.06,0.03,0.02,0.01
Guess who spent all last night phasing in and out of the fourth dimension,0.97,0.03,0.95,0.01,0.02,0.02,0.9,0.1,0.93,0.05,0.01,0.005,0.005
She went to attend another two rounds today..but still did't reach home..,0.98,0.02,0.97,0.01,0.01,0.01,0.97,0.03,0.96,0.03,0.01,0.0,0.0
I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night,0.98,0.02,0.96,0.01,0.01,0.02,0.95,0.05,0.95,0.03,0.01,0.005,0.005
Did u see what I posted on your Facebook?,0.94,0.06,0.9,0.01,0.01,0.08,0.7,0.3,0.8,0.1,0.06,0.03,0.01
Yeah just open chat and click friend lists. Then make the list. Easy as pie,0.98,0.02,0.97,0.01,0.01,0.01,0.88,0.12,0.93,0.05,0.015,0.003,0.002
No..few hours before.went to hair cut .,0.98,0.02,0.96,0.01,0.01,0.02,0.95,0.05,0.95,0.03,0.01,0.005,0.005
"Two fundamentals of cool life: ""Walk, like you are the KING""...! OR ""Walk like you Dont care,whoever is the KING""!... Gud nyt",0.94,0.06,0.93,0.01,0.04,0.02,0.97,0.03,0.93,0.05,0.015,0.004,0.001
U guys never invite me anywhere :(,0.97,0.03,0.96,0.01,0.01,0.02,0.95,0.05,0.95,0.03,0.01,0.005,0.005
I will reach before ten morning,0.97,0.03,0.95,0.03,0.01,0.01,0.97,0.03,0.95,0.04,0.01,0.0,0.0
"Sorry da thangam, very very sorry i am held up with prasad.",0.98,0.02,0.97,0.01,0.01,0.01,0.97,0.03,0.96,0.03,0.01,0.0,0.0
R u meeting da ge at nite tmr?,0.98,0.02,0.97,0.01,0.01,0.01,0.8,0.2,0.95,0.03,0.01,0.005,0.005
Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a,0.050000000000000044,0.95,0.02,0.03,0.6,0.35,0.4,0.6,0.1,0.35,0.4,0.12,0.03
Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...,0.98,0.02,0.97,0.01,0.01,0.01,0.95,0.05,0.95,0.04,0.01,0.0,0.0
Jus finished avatar nigro,0.97,0.03,0.95,0.01,0.02,0.02,0.95,0.05,0.94,0.04,0.01,0.005,0.005
"She was supposed to be but couldn't make it, she's still in town though",0.97,0.03,0.95,0.01,0.01,0.03,0.95,0.05,0.95,0.03,0.015,0.004,0.001
Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :),0.98,0.02,0.97,0.01,0.01,0.01,0.97,0.03,0.96,0.02,0.01,0.005,0.005
She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.,0.97,0.03,0.95,0.01,0.01,0.03,0.25,0.75,0.85,0.1,0.04,0.007,0.003
I wont do anything de.,0.97,0.03,0.95,0.01,0.01,0.03,0.95,0.05,0.93,0.05,0.01,0.005,0.005
Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs),0.030000000000000027,0.97,0.02,0.005,0.45,0.525,0.030000000000000027,0.97,0.010000000000000002,0.07000000000000002,0.35000000000000003,0.47000000000000003,0.10000000000000002
Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!,0.98,0.02,0.97,0.01,0.01,0.01,0.88,0.12,0.95,0.04,0.01,0.0,0.0
Dont pick up d call when something important is There to tell. Hrishi,0.97,0.03,0.96,0.01,0.01,0.02,0.75,0.25,0.92,0.05,0.02,0.007,0.003
"Evening * v good if somewhat event laden. Will fill you in, don't you worry … Head * ok but throat * wrecked. See you at six then!",0.98,0.02,0.97,0.01,0.01,0.01,0.95,0.05,0.96,0.03,0.005,0.003,0.002
The basket's gettin full so I might be by tonight,0.97,0.03,0.95,0.02,0.01,0.02,0.95,0.05,0.94,0.04,0.01,0.005,0.005
